4.21767 -2.34225 14.9725 26.4772
12.2024 -19.7577 126.298 76.6026
4.34271 -111.912 715.384 27.2621
-248.599 -482.181 3082.27 -1560.63
-2198.53 -1451.4 9277.85 -13801.7
-12734.3 -972.006 6213.4 -79942
-56027.3 25727.4 -164458 -351722
-174944 239740 -1.5325e+06 -1.09824e+06
-166068 1.42091e+06 -9.08293e+06 -1.04252e+06
2.68849e+06 6.38188e+06 -4.07952e+07 1.68775e+07
2.65602e+07 2.06195e+07 -1.31807e+08 1.66737e+08
1.612e+08 2.47556e+07 -1.58247e+08 1.01197e+09
7.38933e+08 -2.73161e+08 1.74614e+09 4.63879e+09
2.46507e+09 -2.88287e+09 1.84283e+10 1.5475e+10
3.52111e+09 -1.79328e+10 1.14633e+11 2.21044e+10
-2.79195e+10 -8.3882e+10 5.36203e+11 -1.7527e+11
-3.17817e+11 -2.88392e+11 1.8435e+12 -1.99516e+12
-2.02827e+12 -4.71933e+11 3.01676e+12 -1.27329e+13
-9.68015e+12 2.76027e+12 -1.76446e+13 -6.0769e+13
-3.42443e+13 3.43153e+13 -2.19355e+14 -2.14975e+14
-6.25881e+13 2.24939e+14 -1.43789e+15 -3.92908e+14
2.72513e+14 1.09532e+15 -7.00165e+15 1.71075e+15
3.76174e+15 3.98139e+15 -2.54504e+16 2.3615e+16
2.53615e+16 7.98123e+15 -5.10188e+16 1.59212e+17
1.26002e+17 -2.57409e+16 1.64545e+17 7.91001e+17
4.70042e+17 -4.03695e+17 2.58056e+18 2.95077e+18
1.01965e+18 -2.80361e+18 1.79217e+19 6.40105e+18
-2.38616e+18 -1.4213e+19 9.08543e+19 -1.49796e+19
-4.39625e+19 -5.43566e+19 3.47467e+20 -2.75983e+20
-3.15062e+20 -1.26287e+20 8.0727e+20 -1.97786e+21
-1.63002e+21 2.05318e+20 -1.31247e+21 -1.02328e+22
-6.38521e+21 4.6839e+21 -2.99411e+22 -4.00844e+22
-1.57594e+22 3.47109e+22 -2.21884e+23 -9.89329e+22
1.63186e+22 1.83312e+23 -1.17179e+24 1.02443e+23
5.06032e+23 7.34926e+23 -4.6979e+24 3.17671e+24
3.8871e+24 1.91442e+24 -1.22376e+25 2.4402e+25
2.09604e+25 -1.03019e+24 6.58533e+24 1.31583e+26
8.59471e+25 -5.34397e+25 3.41605e+26 5.39549e+26
2.35041e+26 -4.26701e+26 2.72762e+27 1.47551e+27
-2.63719e+25 -2.35021e+27 1.50234e+28 -1.65554e+26
-5.71656e+27 -9.85063e+27 6.29687e+28 -3.58868e+28
-4.76046e+28 -2.81571e+28 1.7999e+29 -2.98847e+29
-2.67936e+29 -7.25492e+27 4.6376e+28 -1.68202e+30
-1.14737e+30 5.96976e+29 -3.81608e+30 -7.20283e+30
-3.41541e+30 5.20528e+30 -3.32739e+31 -2.14409e+31
-1.99031e+30 2.99539e+31 -1.91476e+32 -1.24946e+31
6.30466e+31 1.30997e+32 -8.37381e+32 3.95787e+32
5.78343e+32 4.04832e+32 -2.58783e+33 3.63066e+33
3.4048e+33 3.52822e+32 -2.25536e+33 2.13743e+34
1.52018e+34 -6.48682e+33 4.1466e+34 9.54322e+34
4.86449e+34 -6.29658e+34 4.02499e+35 3.05377e+35
5.49924e+34 -3.79507e+35 2.42594e+36 3.45225e+35
-6.73199e+35 -1.72944e+36 1.10552e+37 -4.22613e+36
-6.96411e+36 -5.71741e+36 3.65477e+37 -4.37185e+37
-4.30085e+37 -7.80243e+36 4.98758e+37 -2.69994e+38
-2.00005e+38 6.78289e+37 -4.33586e+38 -1.25557e+39
-6.81779e+38 7.54542e+38 -4.82329e+39 -4.28e+39
-1.07591e+39 4.77931e+39 -3.0551e+40 -6.75423e+39
6.86098e+39 2.26776e+40 -1.44963e+41 4.30711e+40
8.30242e+40 7.95764e+40 -5.0868e+41 5.212e+41
5.39961e+41 1.41163e+41 -9.02363e+41 3.38971e+42
2.61406e+42 -6.69347e+41 4.2787e+42 1.64102e+43
9.4288e+42 -8.94587e+42 5.71851e+43 5.91911e+43
1.84313e+43 -5.98153e+43 3.82361e+44 1.15706e+44
-6.49245e+43 -2.95452e+44 1.88863e+45 -4.07575e+44
-9.78494e+44 -1.09405e+45 6.99355e+45 -6.14268e+45
-6.73631e+45 -2.32246e+45 1.4846e+46 -4.22884e+46
-3.39507e+46 5.98279e+45 -3.82441e+46 -2.13132e+47
-1.28923e+47 1.04755e+47 -6.69627e+47 -8.09341e+47
-2.93913e+47 7.43791e+47 -4.75457e+48 -1.84509e+48
5.34341e+47 3.82548e+48 -2.44538e+49 3.35443e+48
1.13776e+49 1.48831e+49 -9.51377e+49 7.14249e+49
8.34835e+49 3.61226e+49 -2.30908e+50 5.24083e+50
4.38259e+50 -4.31865e+49 2.76063e+50 2.75126e+51
1.74543e+51 -1.20866e+51 7.72618e+51 1.09573e+52
4.47895e+51 -9.18598e+51 5.872e+52 2.81175e+52
-3.01815e+51 -4.92342e+52 3.14722e+53 -1.8947e+52
