-1.30155e+53 -2.00584e+53 1.28221e+54 -8.17072e+53
-1.02735e+54 -5.41142e+53 3.45917e+54 -6.44939e+54
-5.62367e+54 1.23959e+53 -7.92388e+53 -3.53037e+55
-2.34231e+55 1.36949e+55 -8.75425e+55 -1.47043e+56
-6.61282e+55 1.12623e+56 -7.19928e+56 -4.15132e+56
-1.0296e+55 6.29897e+56 -4.02652e+57 -6.46353e+55
1.4589e+57 2.68081e+57 -1.71367e+58 9.15853e+57
1.2547e+58 7.88966e+57 -5.04335e+58 7.87661e+58
7.17362e+58 3.88771e+57 -2.48516e+58 4.50338e+59
3.11832e+59 -1.51627e+59 9.69255e+59 1.95758e+60
9.53567e+59 -1.3699e+60 8.7569e+60 5.98619e+60
7.5456e+59 -8.01129e+60 5.1211e+61 4.73689e+60
-1.59247e+61 -3.55563e+61 2.27289e+62 -9.99705e+61
-1.51968e+62 -1.12665e+62 7.20195e+62 -9.5401e+62
-9.09663e+62 -1.19235e+62 7.62194e+62 -5.71058e+63
-4.12104e+63 1.62777e+63 -1.04052e+64 -2.58706e+64
-1.34989e+64 1.65179e+64 -1.05588e+65 -8.47417e+64
-1.7538e+64 1.01285e+65 -6.47448e+65 -1.10098e+65
1.67598e+65 4.68264e+65 -2.99331e+66 1.05213e+66
1.8237e+66 1.58243e+66 -1.01154e+67 1.14486e+67
1.14659e+67 2.40258e+66 -1.53581e+67 7.19794e+67
5.40896e+67 -1.67228e+67 1.06898e+68 3.39558e+68
1.88248e+68 -1.97223e+68 1.26072e+69 1.18176e+69
3.23582e+68 -1.27274e+69 8.13582e+69 2.03135e+69
