      0.0000000   0.0049014802      0.0000000
   0.0099009901     0.17633747    0.084365719
    0.019801980     0.25072585     0.15984531
    0.029702970     0.31707234     0.22727644
    0.039603960     0.37613501     0.28741779
    0.049504950     0.42860049     0.34095657
    0.059405941     0.47509066     0.38851515
    0.069306931     0.51616880     0.43065728
    0.079207921     0.55234507     0.46789354
    0.089108911     0.58408157     0.50068639
    0.099009901     0.61179680     0.52945469
     0.10891089     0.63586985     0.55457783
     0.11881188     0.65664404     0.57639941
     0.12871287     0.67443034     0.59523067
     0.13861386     0.68951042     0.61135349
     0.14851485     0.70213937     0.62502319
     0.15841584     0.71254826     0.63647100
     0.16831683     0.72094636     0.64590639
     0.17821782     0.72752323     0.65351905
     0.18811881     0.73245054     0.65948081
     0.19801980     0.73588379     0.66394729
     0.20792079     0.73796382     0.66705944
     0.21782178     0.73881820     0.66894494
     0.22772277     0.73856246     0.66971941
     0.23762376     0.73730124     0.66948758
     0.24752475     0.73512934     0.66834432
     0.25742574     0.73213259     0.66637555
     0.26732673     0.72838876     0.66365908
     0.27722772     0.72396826     0.66026539
     0.28712871     0.71893489     0.65625833
     0.29702970     0.71334642     0.65169571
     0.30693069     0.70725517     0.64662990
     0.31683168     0.70070854     0.64110834
     0.32673267     0.69374946     0.63517400
     0.33663366     0.68641680     0.62886577
     0.34653465     0.67874579     0.62221891
     0.35643564     0.67076832     0.61526534
     0.36633663     0.66251327     0.60803396
     0.37623762     0.65400681     0.60055098
     0.38613861     0.64527265     0.59284010
     0.39603960     0.63633225     0.58492281
     0.40594059     0.62720504     0.57681857
     0.41584158     0.61790864     0.56854499
     0.42574257     0.60845900     0.56011805
     0.43564356     0.59887057     0.55155220
     0.44554455     0.58915641     0.54286053
     0.45544554     0.57932840     0.53405491
     0.46534653     0.56939726     0.52514607
     0.47524752     0.55937271     0.51614374
     0.48514851     0.54926355     0.50705675
     0.49504950     0.53907777     0.49789307
     0.50495050     0.52882259     0.48865992
     0.51485149     0.51850454     0.47936386
     0.52475248     0.50812956     0.47001083
     0.53465347     0.49770300     0.46060617
     0.54455446     0.48722975     0.45115478
     0.55445545     0.47671418     0.44166104
     0.56435644     0.46616030     0.43212896
     0.57425743     0.45557172     0.42256214
     0.58415842     0.44495170     0.41296387
     0.59405941     0.43430321     0.40333710
     0.60396040     0.42362894     0.39368452
     0.61386139     0.41293131     0.38400857
     0.62376238     0.40221252     0.37431145
     0.63366337     0.39147458     0.36459515
     0.64356436     0.38071928     0.35486148
     0.65346535     0.36994827     0.34511209
     0.66336634     0.35916302     0.33534844
     0.67326733     0.34836487     0.32557190
     0.68316832     0.33755505     0.31578366
     0.69306931     0.32673464     0.30598484
     0.70297030     0.31590466     0.29617642
     0.71287129     0.30506600     0.28635933
     0.72277228     0.29421948     0.27653436
     0.73267327     0.28336584     0.26670228
     0.74257426     0.27250576     0.25686374
     0.75247525     0.26163983     0.24701935
     0.76237624     0.25076862     0.23716967
     0.77227723     0.23989261     0.22731520
     0.78217822     0.22901226     0.21745639
     0.79207921     0.21812799     0.20759364
     0.80198020     0.20724015     0.19772733
     0.81188119     0.19634910     0.18785779
     0.82178218     0.18545512     0.17798533
     0.83168317     0.17455849     0.16811022
     0.84158416     0.16365947     0.15823272
     0.85148515     0.15275829     0.14835304
     0.86138614     0.14185513     0.13847140
     0.87128713     0.13095020     0.12858797
     0.88118812     0.12004365     0.11870293
     0.89108911     0.10913564     0.10881643
     0.90099010    0.098226315    0.098928612
     0.91089109    0.087315789    0.089039590
     0.92079208    0.076404177    0.079149482
     0.93069307    0.065491582    0.069258391
     0.94059406    0.054578098    0.059366409
     0.95049505    0.043663807    0.049473621
     0.96039604    0.032748787    0.039580101
     0.97029703    0.021833105    0.029685920
     0.98019802    0.010916824    0.019791139
